,State,Compound,Low_Estimate,High_Estimate
4508,NY,Acetamiprid,11.7,12.9
4509,NY,Acetamiprid,6.4,7.0
4510,NY,Acetamiprid,3.9,5.0
4511,NY,Acetamiprid,70.3,70.3
4512,NY,Acetamiprid,19.5,75.1
4513,NY,Acetamiprid,1.5,2.4
4514,NY,Acetamiprid,1.3,2.5
4515,NY,Acetamiprid,15.2,29.7
4516,NY,Acetamiprid,9.7,15.8
4517,NY,Acetamiprid,5.6,5.6
4518,NY,Acetamiprid,4.4,4.4
4519,NY,Acetamiprid,0.2,8.0
4520,NY,Acetamiprid,63.1,65.6
4521,NY,Acetamiprid,5.0,8.1
4522,NY,Acetamiprid,0.1,0.1
4523,NY,Acetamiprid,2.3,4.3
4524,NY,Acetamiprid,3.9,10.5
4525,NY,Acetamiprid,0.3,0.5
4526,NY,Acetamiprid,18.0,19.6
4527,NY,Acetamiprid,3.5,7.0
4528,NY,Acetamiprid,145.1,152.8
4529,NY,Acetamiprid,1.3,4.9
4530,NY,Acetamiprid,0.0,0.2
4531,NY,Acetamiprid,291.1,297.8
4532,NY,Acetamiprid,19.5,22.0
4533,NY,Acetamiprid,29.1,38.7
4534,NY,Acetamiprid,82.4,85.0
4535,NY,Acetamiprid,10.4,42.5
4536,NY,Acetamiprid,515.3,518.6
4537,NY,Acetamiprid,32.6,35.7
4538,NY,Acetamiprid,5.0,6.3
4539,NY,Acetamiprid,,0.1
4540,NY,Acetamiprid,0.0,0.0
4541,NY,Acetamiprid,0.7,17.5
4542,NY,Acetamiprid,0.0,2.7
4543,NY,Acetamiprid,1.7,7.9
4544,NY,Acetamiprid,1.0,12.5
4545,NY,Acetamiprid,,6.4
4546,NY,Acetamiprid,0.3,10.5
4547,NY,Acetamiprid,5.8,6.2
4548,NY,Acetamiprid,9.3,11.0
4549,NY,Acetamiprid,2.0,24.5
4550,NY,Acetamiprid,5.4,38.4
4551,NY,Acetamiprid,0.3,1.9
4552,NY,Acetamiprid,4.0,4.9
4553,NY,Acetamiprid,6.0,8.1
4554,NY,Acetamiprid,20.7,190.9
4555,NY,Acetamiprid,0.6,0.6
4556,NY,Acetamiprid,0.5,19.4
4557,NY,Acetamiprid,1767.4,1770.8
4558,NY,Acetamiprid,0.4,0.7
4559,NY,Acetamiprid,57.1,57.9
4560,NY,Acetamiprid,20.7,22.0
4561,NY,Clothianidin,,0.1
4562,NY,Clothianidin,,0.4
4563,NY,Clothianidin,,0.5
4564,NY,Clothianidin,,2.3
4565,NY,Clothianidin,0.0,0.0
4566,NY,Clothianidin,0.0,0.0
4567,NY,Clothianidin,0.1,0.1
4568,NY,Clothianidin,,0.0
4569,NY,Clothianidin,0.2,0.2
4570,NY,Clothianidin,,0.0
4571,NY,Clothianidin,0.3,0.3
4572,NY,Clothianidin,,0.2
4573,NY,Clothianidin,0.0,0.0
4574,NY,Clothianidin,,0.0
4575,NY,Clothianidin,,0.1
4576,NY,Clothianidin,,0.1
4577,NY,Clothianidin,,0.6
4578,NY,Clothianidin,0.0,0.0
4579,NY,Clothianidin,0.0,0.0
4580,NY,Clothianidin,,0.0
4581,NY,Clothianidin,0.0,0.0
4582,NY,Imidacloprid,0.2,11.9
4583,NY,Imidacloprid,1.1,1.2
4584,NY,Imidacloprid,0.8,1.6
4585,NY,Imidacloprid,1.9,2.0
4586,NY,Imidacloprid,6.6,11.2
4587,NY,Imidacloprid,7.7,7.8
4588,NY,Imidacloprid,0.0,2.4
4589,NY,Imidacloprid,1.1,1.7
4590,NY,Imidacloprid,58.9,63.4
4591,NY,Imidacloprid,12.0,14.7
4592,NY,Imidacloprid,1.4,1.8
4593,NY,Imidacloprid,0.6,2.4
4594,NY,Imidacloprid,11.7,19.3
4595,NY,Imidacloprid,17.1,17.1
4596,NY,Imidacloprid,4.9,5.5
4597,NY,Imidacloprid,8.2,10.0
4598,NY,Imidacloprid,0.8,4.1
4599,NY,Imidacloprid,67.9,67.9
4600,NY,Imidacloprid,17.0,22.6
4601,NY,Imidacloprid,0.1,0.1
4602,NY,Imidacloprid,0.9,1.9
4603,NY,Imidacloprid,2.1,4.5
4604,NY,Imidacloprid,0.5,0.4
4605,NY,Imidacloprid,13.4,13.4
4606,NY,Imidacloprid,2.0,4.1
4607,NY,Imidacloprid,95.3,95.3
4608,NY,Imidacloprid,0.5,8.0
4609,NY,Imidacloprid,,0.1
4610,NY,Imidacloprid,93.3,93.3
4611,NY,Imidacloprid,5.7,9.4
4612,NY,Imidacloprid,8.0,17.9
4613,NY,Imidacloprid,54.7,54.7
4614,NY,Imidacloprid,27.0,39.4
4615,NY,Imidacloprid,117.8,117.8
4616,NY,Imidacloprid,10.1,10.8
4617,NY,Imidacloprid,1.7,2.5
4618,NY,Imidacloprid,0.0,0.1
4619,NY,Imidacloprid,,0.1
4620,NY,Imidacloprid,0.4,32.6
4621,NY,Imidacloprid,0.2,0.2
4622,NY,Imidacloprid,1.4,3.9
4623,NY,Imidacloprid,0.5,10.6
4624,NY,Imidacloprid,0.0,20.2
4625,NY,Imidacloprid,0.6,14.6
4626,NY,Imidacloprid,0.6,2.3
4627,NY,Imidacloprid,4.3,4.3
4628,NY,Imidacloprid,7.4,7.5
4629,NY,Imidacloprid,,42.8
4630,NY,Imidacloprid,0.4,1.1
4631,NY,Imidacloprid,1.3,2.4
4632,NY,Imidacloprid,1.1,3.2
4633,NY,Imidacloprid,18.7,28.5
4634,NY,Imidacloprid,0.0,0.3
4635,NY,Imidacloprid,1.4,13.5
4636,NY,Imidacloprid,222.6,222.6
4637,NY,Imidacloprid,0.3,0.8
4638,NY,Imidacloprid,34.3,34.3
4639,NY,Imidacloprid,12.3,12.3
4640,NY,Thiacloprid,4.7,4.7
4641,NY,Thiacloprid,1.1,1.1
4642,NY,Thiacloprid,,0.2
4643,NY,Thiacloprid,1.3,1.3
4644,NY,Thiacloprid,,3.7
4645,NY,Thiacloprid,6.3,6.3
4646,NY,Thiacloprid,,0.6
4647,NY,Thiacloprid,,1.7
4648,NY,Thiacloprid,,96.1
4649,NY,Thiacloprid,6.8,9.7
4650,NY,Thiacloprid,,0.0
4651,NY,Thiacloprid,0.1,0.3
4652,NY,Thiacloprid,1.6,3.6
4653,NY,Thiacloprid,,1.8
4654,NY,Thiacloprid,,7.2
4655,NY,Thiacloprid,,2.1
4656,NY,Thiacloprid,9.6,9.6
4657,NY,Thiacloprid,,0.4
4658,NY,Thiacloprid,0.3,0.5
4659,NY,Thiacloprid,,0.1
4660,NY,Thiacloprid,,0.9
4661,NY,Thiacloprid,,8.3
4662,NY,Thiacloprid,,0.2
4663,NY,Thiacloprid,,1.5
4664,NY,Thiacloprid,,0.9
4665,NY,Thiacloprid,,39.6
4666,NY,Thiacloprid,1.6,1.6
4667,NY,Thiacloprid,,0.0
4668,NY,Thiacloprid,,93.8
4669,NY,Thiacloprid,,8.1
4670,NY,Thiacloprid,,12.0
4671,NY,Thiacloprid,,19.1
4672,NY,Thiacloprid,3.7,4.6
4673,NY,Thiacloprid,,192.8
4674,NY,Thiacloprid,,15.8
4675,NY,Thiacloprid,,1.9
4676,NY,Thiacloprid,0.0,0.0
4677,NY,Thiacloprid,,0.0
4678,NY,Thiacloprid,10.2,10.2
4679,NY,Thiacloprid,0.3,0.3
4680,NY,Thiacloprid,,7.7
4681,NY,Thiacloprid,11.7,11.7
4682,NY,Thiacloprid,0.8,0.8
4683,NY,Thiacloprid,7.8,7.8
4684,NY,Thiacloprid,,0.3
4685,NY,Thiacloprid,,3.7
4686,NY,Thiacloprid,1.6,1.6
4687,NY,Thiacloprid,,1.2
4688,NY,Thiacloprid,0.2,0.2
4689,NY,Thiacloprid,,0.3
4690,NY,Thiacloprid,,0.4
4691,NY,Thiacloprid,20.8,23.7
4692,NY,Thiacloprid,21.1,21.1
4693,NY,Thiacloprid,,717.8
4694,NY,Thiacloprid,0.0,0.1
4695,NY,Thiacloprid,,1.1
4696,NY,Thiacloprid,,5.7
4697,NY,Thiamethoxam,1.3,1.3
4698,NY,Thiamethoxam,0.8,0.8
4699,NY,Thiamethoxam,0.1,0.7
4700,NY,Thiamethoxam,1.0,1.0
4701,NY,Thiamethoxam,0.6,2.4
4702,NY,Thiamethoxam,5.6,5.6
4703,NY,Thiamethoxam,0.0,2.1
4704,NY,Thiamethoxam,0.1,0.9
4705,NY,Thiamethoxam,36.3,36.3
4706,NY,Thiamethoxam,5.0,5.3
4707,NY,Thiamethoxam,0.2,0.2
4708,NY,Thiamethoxam,0.1,0.3
4709,NY,Thiamethoxam,1.5,2.5
4710,NY,Thiamethoxam,1.9,1.9
4711,NY,Thiamethoxam,2.7,2.7
4712,NY,Thiamethoxam,0.8,0.8
4713,NY,Thiamethoxam,2.6,2.6
4714,NY,Thiamethoxam,6.3,6.3
4715,NY,Thiamethoxam,0.2,0.9
4716,NY,Thiamethoxam,0.0,0.0
4717,NY,Thiamethoxam,0.0,0.5
4718,NY,Thiamethoxam,,2.3
4719,NY,Thiamethoxam,,0.0
4720,NY,Thiamethoxam,1.4,1.4
4721,NY,Thiamethoxam,0.1,0.6
4722,NY,Thiamethoxam,34.3,34.3
4723,NY,Thiamethoxam,0.5,0.5
4724,NY,Thiamethoxam,,0.0
4725,NY,Thiamethoxam,81.9,81.9
4726,NY,Thiamethoxam,0.3,4.3
4727,NY,Thiamethoxam,0.2,6.1
4728,NY,Thiamethoxam,16.6,16.6
4729,NY,Thiamethoxam,2.6,4.1
4730,NY,Thiamethoxam,134.1,134.1
4731,NY,Thiamethoxam,0.0,7.8
4732,NY,Thiamethoxam,0.1,1.1
4733,NY,Thiamethoxam,0.0,0.0
4734,NY,Thiamethoxam,,0.0
4735,NY,Thiamethoxam,2.8,2.8
4736,NY,Thiamethoxam,0.2,0.2
4737,NY,Thiamethoxam,,2.1
4738,NY,Thiamethoxam,3.2,3.2
4739,NY,Thiamethoxam,0.2,0.2
4740,NY,Thiamethoxam,2.2,2.2
4741,NY,Thiamethoxam,0.1,1.4
4742,NY,Thiamethoxam,2.6,2.6
4743,NY,Thiamethoxam,1.2,1.2
4744,NY,Thiamethoxam,,1.5
4745,NY,Thiamethoxam,0.1,0.2
4746,NY,Thiamethoxam,0.1,0.9
4747,NY,Thiamethoxam,0.0,1.5
4748,NY,Thiamethoxam,14.2,15.6
4749,NY,Thiamethoxam,5.8,5.8
4750,NY,Thiamethoxam,482.6,482.6
4751,NY,Thiamethoxam,0.0,0.1
4752,NY,Thiamethoxam,1.4,1.4
4753,NY,Thiamethoxam,5.3,5.3
4754,NC,Acetamiprid,,1.4
4755,NC,Acetamiprid,14.7,14.7
4756,NC,Acetamiprid,3.4,3.4
4757,NC,Acetamiprid,,0.1
4758,NC,Acetamiprid,9.4,9.4
4759,NC,Acetamiprid,0.1,0.1
4760,NC,Acetamiprid,1.2,1.2
4761,NC,Acetamiprid,3.6,3.6
4762,NC,Acetamiprid,2.4,2.4
4763,NC,Acetamiprid,,0.5
4764,NC,Acetamiprid,2.2,2.2
4765,NC,Acetamiprid,0.6,0.6
4766,NC,Acetamiprid,,3.1
4767,NC,Acetamiprid,2.9,2.9
4768,NC,Acetamiprid,2.0,2.0
4769,NC,Acetamiprid,0.7,0.7
4770,NC,Acetamiprid,1.7,1.7
4771,NC,Acetamiprid,0.3,0.3
4772,NC,Acetamiprid,,0.0
4773,NC,Acetamiprid,5.5,5.5
4774,NC,Acetamiprid,0.9,0.9
4775,NC,Acetamiprid,0.3,0.3
4776,NC,Acetamiprid,1.8,1.8
4777,NC,Acetamiprid,1.1,1.1
4778,NC,Acetamiprid,0.0,0.0
4779,NC,Acetamiprid,7.1,7.1
4780,NC,Acetamiprid,,0.1
4781,NC,Acetamiprid,1.8,1.8
4782,NC,Acetamiprid,,4.9
4783,NC,Acetamiprid,,0.9
4784,NC,Acetamiprid,,0.7
4785,NC,Acetamiprid,1.6,1.6
4786,NC,Acetamiprid,0.9,0.9
4787,NC,Acetamiprid,,0.7
4788,NC,Acetamiprid,,2.0
4789,NC,Acetamiprid,5.2,5.2
4790,NC,Acetamiprid,0.9,0.9
4791,NC,Acetamiprid,4.2,4.2
4792,NC,Acetamiprid,320.2,320.2
4793,NC,Acetamiprid,0.4,0.4
4794,NC,Acetamiprid,1.6,1.6
4795,NC,Acetamiprid,4.2,4.2
4796,NC,Acetamiprid,0.7,0.7
4797,NC,Acetamiprid,0.5,0.5
4798,NC,Acetamiprid,0.2,0.2
4799,NC,Acetamiprid,1.3,1.3
4800,NC,Acetamiprid,,0.9
4801,NC,Acetamiprid,4.1,4.1
4802,NC,Acetamiprid,0.0,0.0
4803,NC,Acetamiprid,2.5,2.5
4804,NC,Acetamiprid,,0.0
4805,NC,Acetamiprid,4.5,4.5
4806,NC,Acetamiprid,,0.4
4807,NC,Acetamiprid,,0.7
4808,NC,Acetamiprid,3.6,3.6
4809,NC,Acetamiprid,2.4,2.4
4810,NC,Acetamiprid,,3.0
4811,NC,Acetamiprid,0.6,0.6
4812,NC,Acetamiprid,2.2,2.2
4813,NC,Acetamiprid,3.0,3.0
4814,NC,Acetamiprid,,0.4
4815,NC,Acetamiprid,5.8,5.8
4816,NC,Acetamiprid,2.1,2.1
4817,NC,Acetamiprid,0.1,0.1
4818,NC,Acetamiprid,,0.5
4819,NC,Acetamiprid,8.7,8.7
4820,NC,Acetamiprid,,1.9
4821,NC,Acetamiprid,0.1,0.1
4822,NC,Acetamiprid,0.0,0.0
4823,NC,Acetamiprid,0.7,0.7
4824,NC,Acetamiprid,,0.1
4825,NC,Acetamiprid,,1.9
4826,NC,Acetamiprid,5.3,5.3
4827,NC,Acetamiprid,0.3,0.3
4828,NC,Acetamiprid,3.1,3.1
4829,NC,Acetamiprid,,0.4
4830,NC,Acetamiprid,0.7,0.7
4831,NC,Acetamiprid,,0.1
4832,NC,Acetamiprid,9.1,9.1
4833,NC,Acetamiprid,1.8,1.8
4834,NC,Acetamiprid,53.6,53.6
4835,NC,Acetamiprid,3.3,3.3
4836,NC,Acetamiprid,2.4,2.4
4837,NC,Acetamiprid,1.9,1.9
4838,NC,Clothianidin,0.0,0.0
4839,NC,Clothianidin,0.0,0.0
4840,NC,Clothianidin,,28.9
4841,NC,Clothianidin,38.2,38.2
4842,NC,Clothianidin,2.6,2.6
4843,NC,Clothianidin,,12.7
4844,NC,Clothianidin,0.0,0.0
4845,NC,Clothianidin,0.0,0.0
4846,NC,Clothianidin,0.0,0.0
4847,NC,Clothianidin,19.4,19.4
4848,NC,Clothianidin,,11.5
4849,NC,Clothianidin,0.0,0.0
4850,NC,Clothianidin,0.1,0.1
4851,NC,Clothianidin,0.0,0.0
4852,NC,Clothianidin,0.0,0.0
4853,NC,Clothianidin,41.8,41.8
4854,NC,Clothianidin,0.1,0.1
4855,NC,Clothianidin,0.6,0.6
4856,NC,Clothianidin,21.6,21.6
4857,NC,Clothianidin,1.7,1.7
4858,NC,Clothianidin,,16.3
4859,NC,Clothianidin,0.3,0.3
4860,NC,Clothianidin,81.1,81.1
4861,NC,Clothianidin,23.8,23.8
4862,NC,Clothianidin,,22.2
4863,NC,Clothianidin,0.0,0.0
4864,NC,Clothianidin,,12.7
4865,NC,Clothianidin,,18.3
4866,NC,Clothianidin,0.0,2.0
4867,NC,Clothianidin,,20.1
4868,NC,Clothianidin,49.3,49.3
4869,NC,Clothianidin,15.0,15.0
4870,NC,Clothianidin,66.3,66.3
4871,NC,Clothianidin,0.1,0.1
4872,NC,Clothianidin,,2.8
4873,NC,Clothianidin,20.5,20.5
4874,NC,Clothianidin,20.0,20.0
4875,NC,Clothianidin,0.0,0.0
4876,NC,Clothianidin,,27.0
4877,NC,Clothianidin,0.0,0.0
4878,NC,Clothianidin,0.2,0.2
4879,NC,Clothianidin,0.0,0.1
4880,NC,Clothianidin,0.1,0.1
4881,NC,Clothianidin,5.1,5.1
4882,NC,Clothianidin,0.1,0.1
4883,NC,Clothianidin,0.4,2.6
4884,NC,Clothianidin,2.6,2.6
4885,NC,Clothianidin,26.1,26.1
4886,NC,Clothianidin,,12.1
4887,NC,Clothianidin,,19.1
4888,NC,Imidacloprid,19.6,20.2
4889,NC,Imidacloprid,12.7,12.9
4890,NC,Imidacloprid,1.2,1.7
4891,NC,Imidacloprid,17.7,18.9
4892,NC,Imidacloprid,2.7,3.9
4893,NC,Imidacloprid,0.3,0.3
4894,NC,Imidacloprid,316.0,316.0
4895,NC,Imidacloprid,917.0,917.0
4896,NC,Imidacloprid,46.2,74.8
4897,NC,Imidacloprid,4.7,16.2
4898,NC,Imidacloprid,26.8,30.0
4899,NC,Imidacloprid,7.0,7.3
4900,NC,Imidacloprid,1.8,2.3
4901,NC,Imidacloprid,0.3,0.5
4902,NC,Imidacloprid,9.4,9.4
4903,NC,Imidacloprid,144.5,144.8
4904,NC,Imidacloprid,37.0,38.3
4905,NC,Imidacloprid,12.8,13.0
4906,NC,Imidacloprid,2.2,3.6
4907,NC,Imidacloprid,6.6,6.6
4908,NC,Imidacloprid,439.4,439.4
4909,NC,Imidacloprid,19.4,22.3
4910,NC,Imidacloprid,29.5,31.8
4911,NC,Imidacloprid,53.9,104.3
4912,NC,Imidacloprid,157.2,157.2
4913,NC,Imidacloprid,35.6,76.3
4914,NC,Imidacloprid,1.1,1.1
4915,NC,Imidacloprid,9.3,13.1
4916,NC,Imidacloprid,2.5,3.2
4917,NC,Imidacloprid,73.6,198.3
4918,NC,Imidacloprid,3.6,3.7
4919,NC,Imidacloprid,782.7,782.7
4920,NC,Imidacloprid,16.3,18.4
4921,NC,Imidacloprid,64.4,64.9
4922,NC,Imidacloprid,3.6,4.7
4923,NC,Imidacloprid,390.4,390.4
4924,NC,Imidacloprid,0.6,0.6
4925,NC,Imidacloprid,64.9,65.2
4926,NC,Imidacloprid,284.1,284.1
4927,NC,Imidacloprid,40.6,41.5
4928,NC,Imidacloprid,1251.1,1251.1
4929,NC,Imidacloprid,56.6,121.5
4930,NC,Imidacloprid,51.3,51.6
4931,NC,Imidacloprid,192.0,203.2
4932,NC,Imidacloprid,532.7,532.7
4933,NC,Imidacloprid,51.4,56.5
4934,NC,Imidacloprid,231.8,244.1
4935,NC,Imidacloprid,2.9,4.2
4936,NC,Imidacloprid,0.3,0.3
4937,NC,Imidacloprid,263.6,266.1
4938,NC,Imidacloprid,265.9,272.5
4939,NC,Imidacloprid,20.9,36.2
4940,NC,Imidacloprid,246.7,258.0
4941,NC,Imidacloprid,5.2,5.8
4942,NC,Imidacloprid,3.7,3.8
4943,NC,Imidacloprid,5.2,5.3
4944,NC,Imidacloprid,11.6,13.0
4945,NC,Imidacloprid,1064.7,1064.7
4946,NC,Imidacloprid,6.7,7.4
4947,NC,Imidacloprid,5.3,5.3
4948,NC,Imidacloprid,21.5,33.9
4949,NC,Imidacloprid,24.1,27.9
4950,NC,Imidacloprid,421.8,421.8
4951,NC,Imidacloprid,,1.2
4952,NC,Imidacloprid,880.0,880.0
4953,NC,Imidacloprid,44.2,53.1
4954,NC,Imidacloprid,10.9,12.3
4955,NC,Imidacloprid,22.0,22.0
4956,NC,Imidacloprid,38.9,38.9
4957,NC,Imidacloprid,8.3,12.5
4958,NC,Imidacloprid,221.5,221.5
4959,NC,Imidacloprid,66.0,66.2
4960,NC,Imidacloprid,663.2,663.3
4961,NC,Imidacloprid,1.4,1.5
4962,NC,Imidacloprid,29.0,30.3
4963,NC,Imidacloprid,45.5,57.0
4964,NC,Imidacloprid,100.6,115.7
4965,NC,Imidacloprid,55.8,56.6
4966,NC,Imidacloprid,9.6,15.2
4967,NC,Imidacloprid,15.8,15.9
4968,NC,Imidacloprid,98.9,319.9
4969,NC,Imidacloprid,36.4,37.1
4970,NC,Imidacloprid,101.4,101.5
4971,NC,Imidacloprid,33.6,34.4
4972,NC,Imidacloprid,70.7,71.4
4973,NC,Imidacloprid,0.2,0.2
4974,NC,Imidacloprid,28.0,28.5
4975,NC,Imidacloprid,23.8,23.8
4976,NC,Imidacloprid,28.8,29.0
4977,NC,Imidacloprid,29.9,30.0
4978,NC,Imidacloprid,44.3,77.4
4979,NC,Imidacloprid,51.8,51.8
4980,NC,Imidacloprid,293.9,293.9
4981,NC,Imidacloprid,1.0,2.1
4982,NC,Imidacloprid,327.8,331.3
4983,NC,Imidacloprid,11.7,18.6
4984,NC,Imidacloprid,336.6,336.8
4985,NC,Imidacloprid,42.8,43.1
4986,NC,Imidacloprid,5.3,5.3
4987,NC,Thiacloprid,,1.9
4988,NC,Thiacloprid,,1.3
4989,NC,Thiacloprid,,0.4
4990,NC,Thiacloprid,,0.2
4991,NC,Thiacloprid,,0.5
4992,NC,Thiacloprid,,2.2
4993,NC,Thiacloprid,,171.0
4994,NC,Thiacloprid,,2.2
4995,NC,Thiacloprid,,0.0
4996,NC,Thiacloprid,,1.3
4997,NC,Thiacloprid,,2.4
4998,NC,Thiacloprid,,1.1
4999,NC,Thiacloprid,,0.0
5000,NC,Thiacloprid,,0.2
5001,NC,Thiacloprid,,1.0
5002,NC,Thiamethoxam,0.1,15.9
5003,NC,Thiamethoxam,8.9,10.7
5004,NC,Thiamethoxam,1.8,2.0
5005,NC,Thiamethoxam,,28.8
5006,NC,Thiamethoxam,4.9,5.2
5007,NC,Thiamethoxam,,0.0
5008,NC,Thiamethoxam,6.7,170.1
5009,NC,Thiamethoxam,63.3,112.8
5010,NC,Thiamethoxam,,42.9
5011,NC,Thiamethoxam,,15.7
5012,NC,Thiamethoxam,0.0,0.6
5013,NC,Thiamethoxam,0.0,1.7
5014,NC,Thiamethoxam,,10.8
5015,NC,Thiamethoxam,1.1,2.5
5016,NC,Thiamethoxam,13.0,64.1
5017,NC,Thiamethoxam,3.1,34.5
5018,NC,Thiamethoxam,0.5,14.7
5019,NC,Thiamethoxam,17.2,24.8
5020,NC,Thiamethoxam,5.8,6.6
5021,NC,Thiamethoxam,0.0,0.2
5022,NC,Thiamethoxam,27.2,51.6
5023,NC,Thiamethoxam,0.0,0.1
5024,NC,Thiamethoxam,,28.0
5025,NC,Thiamethoxam,,104.4
5026,NC,Thiamethoxam,2.7,58.9
5027,NC,Thiamethoxam,,33.4
5028,NC,Thiamethoxam,11.6,42.6
5029,NC,Thiamethoxam,2.1,4.0
5030,NC,Thiamethoxam,18.5,21.5
5031,NC,Thiamethoxam,13.2,17.8
5032,NC,Thiamethoxam,,97.1
5033,NC,Thiamethoxam,0.1,2.7
5034,NC,Thiamethoxam,64.5,146.9
5035,NC,Thiamethoxam,0.3,13.5
5036,NC,Thiamethoxam,0.9,48.2
5037,NC,Thiamethoxam,,6.2
5038,NC,Thiamethoxam,41.1,73.7
5039,NC,Thiamethoxam,0.0,0.0
5040,NC,Thiamethoxam,1.3,20.8
5041,NC,Thiamethoxam,3.8,81.1
5042,NC,Thiamethoxam,0.5,28.0
5043,NC,Thiamethoxam,98.1,161.7
5044,NC,Thiamethoxam,,51.4
5045,NC,Thiamethoxam,0.0,0.2
5046,NC,Thiamethoxam,2.1,2.8
5047,NC,Thiamethoxam,42.8,69.5
5048,NC,Thiamethoxam,,23.8
5049,NC,Thiamethoxam,4.4,70.4
5050,NC,Thiamethoxam,29.6,38.7
5051,NC,Thiamethoxam,,0.0
5052,NC,Thiamethoxam,3.5,110.4
5053,NC,Thiamethoxam,4.6,50.4
5054,NC,Thiamethoxam,8.3,10.3
5055,NC,Thiamethoxam,4.7,88.6
5056,NC,Thiamethoxam,,11.0
5057,NC,Thiamethoxam,0.0,0.3
5058,NC,Thiamethoxam,0.0,0.0
5059,NC,Thiamethoxam,0.0,0.2
5060,NC,Thiamethoxam,64.2,104.7
5061,NC,Thiamethoxam,,2.0
5062,NC,Thiamethoxam,0.0,0.0
5063,NC,Thiamethoxam,,1.3
5064,NC,Thiamethoxam,,6.6
5065,NC,Thiamethoxam,19.4,74.4
5066,NC,Thiamethoxam,,0.6
5067,NC,Thiamethoxam,87.2,150.6
5068,NC,Thiamethoxam,,33.9
5069,NC,Thiamethoxam,0.6,13.0
5070,NC,Thiamethoxam,0.4,32.2
5071,NC,Thiamethoxam,28.4,100.5
5072,NC,Thiamethoxam,,19.3
5073,NC,Thiamethoxam,51.7,126.8
5074,NC,Thiamethoxam,0.2,40.1
5075,NC,Thiamethoxam,7.0,144.1
5076,NC,Thiamethoxam,0.0,0.1
5077,NC,Thiamethoxam,15.7,19.6
5078,NC,Thiamethoxam,,12.2
5079,NC,Thiamethoxam,,158.2
5080,NC,Thiamethoxam,0.1,22.8
5081,NC,Thiamethoxam,31.1,40.9
5082,NC,Thiamethoxam,0.8,3.7
5083,NC,Thiamethoxam,,118.9
5084,NC,Thiamethoxam,,23.2
5085,NC,Thiamethoxam,,50.1
5086,NC,Thiamethoxam,0.1,10.0
5087,NC,Thiamethoxam,2.9,28.4
5088,NC,Thiamethoxam,,0.0
5089,NC,Thiamethoxam,0.0,0.8
5090,NC,Thiamethoxam,26.7,77.8
5091,NC,Thiamethoxam,,106.8
5092,NC,Thiamethoxam,0.0,19.1
5093,NC,Thiamethoxam,24.1,29.8
5094,NC,Thiamethoxam,2.0,24.1
5095,NC,Thiamethoxam,38.2,106.4
5096,NC,Thiamethoxam,4.8,4.8
5097,NC,Thiamethoxam,4.3,148.2
5098,NC,Thiamethoxam,27.9,32.2
5099,NC,Thiamethoxam,5.0,77.6
5100,NC,Thiamethoxam,1.3,37.3
5101,NC,Thiamethoxam,0.0,0.0
5102,ND,Clothianidin,,1.3
5103,ND,Clothianidin,,2.0
5104,ND,Clothianidin,1.5,1.5
5105,ND,Clothianidin,,0.3
5106,ND,Clothianidin,,0.5
5107,ND,Clothianidin,16.2,16.2
5108,ND,Clothianidin,,9.9
5109,ND,Clothianidin,0.0,0.0
5110,ND,Clothianidin,29.7,29.7
5111,ND,Clothianidin,1.0,1.0
5112,ND,Clothianidin,0.5,0.5
5113,ND,Clothianidin,,1.4
5114,ND,Clothianidin,1.0,1.0
5115,ND,Clothianidin,,3.4
5116,ND,Clothianidin,50.4,50.4
5117,ND,Imidacloprid,,335.3
5118,ND,Imidacloprid,,138.9
5119,ND,Imidacloprid,7.7,7.3
5120,ND,Imidacloprid,,107.3
5121,ND,Imidacloprid,,0.1
5122,ND,Imidacloprid,,0.1
5123,ND,Imidacloprid,23.3,45.9
5124,ND,Imidacloprid,,446.7
5125,ND,Imidacloprid,66.7,499.4
5126,ND,Imidacloprid,164.9,164.9
5127,ND,Imidacloprid,,8.5
5128,ND,Imidacloprid,27.7,26.3
5129,ND,Imidacloprid,,75.6
5130,ND,Imidacloprid,27.7,102.7
5131,ND,Imidacloprid,,147.9
5132,ND,Imidacloprid,,0.1
5133,ND,Imidacloprid,701.7,1398.5
5134,ND,Imidacloprid,,0.8
5135,ND,Imidacloprid,,90.8
5136,ND,Imidacloprid,,0.2
5137,ND,Imidacloprid,,479.0
5138,ND,Imidacloprid,272.4,272.4
5139,ND,Imidacloprid,80.0,80.0
5140,ND,Imidacloprid,0.1,90.5
5141,ND,Imidacloprid,105.4,105.4
5142,ND,Imidacloprid,39.2,38.2
5143,ND,Imidacloprid,69.7,129.3
5144,ND,Imidacloprid,19.2,19.0
5145,ND,Imidacloprid,0.5,5.6
5146,ND,Imidacloprid,,11.6
5147,ND,Imidacloprid,,487.5
5148,ND,Imidacloprid,14.0,21.8
5149,ND,Imidacloprid,1287.6,1825.8
5150,ND,Imidacloprid,,90.4
5151,ND,Imidacloprid,43.9,546.0
5152,ND,Imidacloprid,131.6,131.6
5153,ND,Imidacloprid,,51.7
5154,ND,Imidacloprid,304.9,304.9
5155,ND,Imidacloprid,23.3,63.1
5156,ND,Imidacloprid,166.6,166.6
5157,ND,Imidacloprid,,63.3
5158,ND,Imidacloprid,,0.4
5159,ND,Imidacloprid,0.1,2.0
5160,ND,Imidacloprid,,133.6
5161,ND,Imidacloprid,,416.5
